Sitters Member ID,Sitters User ID,Sitters Sitter Has Review (Yes / No),Sitters Average Rating,Sitters Total Number of Reviews
10360987,dad20e06-c2e4-5c44-91d6-2b2f9f43d68d,No,,0
19974956,fe0a3cd7-67fb-514c-9dc5-2ba303477b5e,No,,0
18567948,05f9c9ec-9d93-55f6-a28d-4e3884177385,No,,0
17406526,243ad4a4-a20e-51f2-88ea-7f3f774e6781,No,,0
19398829,0eee0898-58c5-5f60-b329-d17c366bba05,No,,0
20073057,fd3233d2-e202-5b4b-9313-cdfa58653f40,No,,0
18987426,adce2f15-59e7-5f95-bbc6-b526f960ba10,No,,0
19740267,7d8cde98-75e9-5abf-853b-af1c5bfe1b48,No,,0
18761135,ad117fca-41f6-57b1-b909-f92ccbdd0a0d,No,,0
19264781,87c343ee-4258-53a7-97c8-9a52c714ae52,No,,0
12689333,62fd20ae-f437-5ea0-9d5c-45125f5620e4,No,,0
20278796,b0694a49-dcfc-56a8-9aa2-b9f814d26145,No,,0
15401834,7ffc18c7-b289-5191-a89e-312c5c8ab586,No,,0
19006760,2f6a8a07-a7a8-5b0e-ac3e-7ef5bdef9164,No,,0
17448348,fe268f7d-e306-50fb-b506-62908cec6353,No,,0
13227351,5b793785-f574-528e-aa4a-7942f808d307,No,,0
20010069,0949f924-a838-5c81-8af0-38f35c303999,No,,0
19011022,0338ad4f-edba-5933-899e-e6fe65602769,No,,0
20443475,ca9053bc-1cab-54f4-875b-cd5a054d40ea,No,,0
20377297,b2fcc7e6-d844-533c-b417-c9433e64cc1a,No,,0
20321378,98331523-8483-53b5-91ec-02ffcaa63958,No,,0
19497774,4d7db1e1-29d1-5ac3-a8b2-93e33fdf47c3,No,,0
19438160,db16818d-60d7-5695-b4a2-f581911dac48,No,,0
20207520,3e3a7664-0a5d-5911-9d76-a809eb3311a0,No,,0
20464811,6d15faa5-26b3-5da0-b3a1-66fcc7efe2f3,No,,0
19273103,4a442df5-76e0-5a24-9109-3a1d8e2dc43c,No,,0
19942151,f48629a7-70fb-580f-baff-7d6963e08bcf,No,,0
20234407,2b16c232-f4f3-5cea-84a8-8ac82312c60c,No,,0
20335385,2e12381a-74bb-537f-b7b7-eb5152f2aa21,No,,0
18903925,731a2bbe-8999-54b7-8df3-5ad5f30efcf7,No,,0
19848996,52d927cc-8a27-5fc3-8231-e23303d11960,No,,0
18373783,5defe1bd-4931-5dd5-ae13-ebb39f4eafcd,No,,0
20320690,70135083-4e9b-5c12-b3ef-a26249b5e2f1,No,,0
10199782,cf9390e1-dac0-5997-84bd-a36419eeafba,Yes,5.00,1
18458099,5eb13200-8831-5fb2-81a7-eea721065612,No,,0
20500813,c1f5f7e1-f468-5776-9512-7cefdbe9489a,No,,0
10543593,12d4bacb-e1bc-5b82-be65-bf3e6b35ad99,No,,0
17909593,6c504bc4-f43c-5d2c-bc0f-a1a91ad69550,No,,0
19023203,73450983-8ef1-5346-9222-ef80b95c0f12,No,,0
19006163,8cb368e0-de02-5adf-869f-bdf11ef40675,No,,0
18906956,22d4a6bc-ae48-552a-afe8-a55e2ed42f65,No,,0
18949109,2ce82402-47c5-5390-9376-9fb176256460,No,,0
12302169,7276d52e-55c2-5294-8e9f-9e0769ecabdb,No,,0
18643143,2ecc31c2-d597-50a5-a0e8-52a9c1b91177,No,,0
17766508,79fb641e-4f53-57c8-a441-18492708589e,No,,0
18058142,eaade517-6ca8-5c7a-b3c7-8da791bca8a7,No,,0
20518953,76b6e4a9-a3ad-5b3b-b80f-38108531052d,No,,0
10809304,d37bd4fa-3658-58aa-870e-6e94faf2bf16,No,,0
17956460,444d4413-467e-509b-b244-0f683bf89e95,No,,0
20399282,d93960a4-9b2d-5884-90c8-daeaa7172b0c,No,,0
11663313,cd232c8e-63a5-50b7-b970-cf62eb97b158,No,,0
19773748,cfd675c6-89eb-51a9-9a8b-df7321b4ac8f,No,,0
19143630,1aa0f6cc-01cf-5b4e-a1ee-d7afaf839570,No,,0
17307905,d3b65d7a-71b6-52ed-bde4-812bad9daf0a,No,,0
18884028,759ff7e0-a432-511f-8bd3-4bbcbf1a7c0b,No,,0
18894587,8a65a08e-26a2-546b-ac97-2b059284bd6c,No,,0
19236828,d855fa89-154b-5af5-a405-25de81658946,No,,0
20273229,ecff5b09-579d-5755-abc5-b52b82c58b7d,No,,0
19983777,4ba46bc8-b2b0-5c6a-9a54-bb75915a5a89,No,,0
18433559,c4cab075-f8c2-5497-ab7b-104606a9b56b,No,,0
20126587,6cc409ef-e5c7-50f6-8473-082da15c21a4,No,,0
20044505,71d81649-7b12-585b-b985-2b0d49d10da9,No,,0
19492439,5bd7e218-abd3-544e-ad6b-d6e5d2806b83,No,,0
17826259,176cab9b-dd17-5395-bb9c-64c805ba53f7,No,,0
19553988,f35f66bb-4cb9-5dc5-8e2d-c42587bc3d6e,No,,0
19751144,1bc121a6-e21a-57e1-8d6f-ab28a79eaa85,No,,0
18964444,f6b27f06-3859-5c96-a612-678e5635ba78,No,,0
19397965,e00aed33-c7e4-510a-b3e6-6c0ab8cdb1bd,No,,0
17286582,059f66c2-0663-5eb3-854f-4637bad3d321,No,,0
20123563,7e7db863-021e-5e1a-987b-8f4475b8ee05,No,,0
14027059,76d82b62-e6f6-5ee5-8ebe-f0ff88ec1d8c,No,,0
15880840,18face87-1f07-56fd-9cac-954387953f79,No,,0
20084935,102451c6-520c-5b07-afb9-af7e745216e0,No,,0
19282034,245745f6-9c71-5044-a7ad-b519b6213c3d,No,,0
19117702,6902c6a3-28ef-545a-be2f-0bd254aef384,No,,0
16381825,2554da10-2efc-5536-84f3-fc73195b7006,No,,0
15143092,c3872736-31ff-5f79-a7b5-e25398269949,No,,0
18794953,8adb6652-0fad-5ae8-9957-0b5352ba23ba,No,,0
14122830,1b833142-c717-58e0-bd05-a65f0e4012ce,Yes,5.00,1
12130683,4c7bafba-4e83-5017-9509-d6b0deda3b4e,No,,0
13979414,79bcd894-83a1-5f96-9f32-613c7289c11a,No,,0
19157729,86d7b599-270c-5ccf-923c-c3a482d0b3dc,No,,0
20245779,8815ee2c-9539-555f-acdd-086ac2869540,No,,0
19580327,7201beda-0320-568c-a0c9-d09be7c08ae6,No,,0
19765944,4190e002-ce57-542a-b68a-52a8d77cd541,No,,0
19017468,b6ff6631-7822-50f9-9251-7d8a0d1237bf,No,,0
18143213,80470b2d-550d-5cfb-b6fd-957c21cc1ebf,Yes,5.00,1
20250334,72dca694-a8d2-5c3f-b400-657a0159d7cd,No,,0
18473403,65938b4c-6b1b-57c9-9485-a258ae0ee9bd,No,,0
20227370,1d913e77-c824-5ff3-b423-e6981e8fe529,No,,0
16402414,e9109d62-7dc8-5536-b52e-febb3c00ed12,No,,0
15320698,20c3ba42-6e9a-542d-86e3-b6ca5b62a5bc,No,,0
20528859,0d952d2f-3bfd-5185-a9f1-e3562d9a2ddd,No,,0
16400453,9880d736-e8d0-5aab-8560-bc3298afe687,No,,0
18679000,d59e44f2-7c65-50a2-8e62-b244f87c83f4,No,,0
18454498,1c9e56a0-f081-5900-8336-e2b0f706efbc,No,,0
20368938,182bc6dc-dc0c-5687-879b-8202b05774d5,No,,0
18876220,89acd79a-610c-57c3-8038-d405cb473b0d,No,,0
13312161,0bbf5b4b-8362-5fd8-94e8-70961bfde72e,No,,0
14623935,46d69f79-4812-5748-a1f9-1f0ef177cafb,No,,0
19333088,83fc6b84-79bf-59ce-b156-b5e1f0e7c8ef,No,,0
19242585,868d7c64-cd68-5fb6-aaf3-0558ee1d24b1,No,,0
19801578,16a9ef2e-d587-5834-b577-c9f50828241f,No,,0
19388813,ce2cd006-2703-572e-bfac-c7c1d019b9e1,No,,0
19224398,c7c4515f-44e9-5353-b456-cc9eb5245928,No,,0
15322189,690cf8ac-a468-5cda-8be6-1ba7596808b2,No,,0
17023351,056fcefe-c847-5794-8535-1e7f44185cef,No,,0
17923869,2f0f39b7-d9d7-522d-a202-f6b57bba0f68,No,,0
13127592,3a052179-d777-523e-92e0-998d67a127bd,No,,0
19850718,d547ee34-c824-5d1a-b2af-5d5a22c6fcbf,No,,0
19189001,380ea1b5-c8c1-56f9-ab3d-a6f6963cf08f,No,,0
18718319,5d4ff856-2ab6-503b-90fb-19b6ac6cd231,No,,0
17222882,70d62a7c-a520-52b7-a8a0-ae9026d01041,No,,0
12897775,0eb5f05c-e4bd-526f-b06b-bb68983a1154,No,,0
14375658,55421c12-14bd-5644-9508-29142e1377a6,No,,0
18797272,348a0095-6bc8-5811-80b9-042c80a79a55,No,,0
19830060,02c9dc12-122d-506b-9ab6-65ba7b505c8d,No,,0
17803473,1ebfef07-22cd-592b-94d2-ab3bb7d29b3c,No,,0
19608030,497bb10b-d87b-5b38-99c0-a5304f6e38d3,No,,0
18482026,71fb41de-a56f-55e4-89ff-0525fc4fb684,Yes,5.00,1
19526988,b618413c-8e6e-5f51-9894-d889b984dafc,No,,0
18618844,596af36c-9813-504e-9d12-79c7701252a5,No,,0
19451480,024be484-59bc-5ad6-b1b4-89c4dd9c4d78,No,,0
18595278,d109431a-ae59-58bb-9656-174372618333,No,,0
19555098,51efb7dd-0cfc-5386-8925-1ec35191affc,No,,0
19946083,0130565f-f4ce-5906-b650-46265b2a123c,No,,0
20420254,be431d7d-f200-53ba-b4c8-953ea0b0a45b,No,,0
19557688,fb696b16-e6bd-56c9-bf48-ebaf2442b54f,No,,0
16760978,6b90cc8e-facd-5c1d-9487-5ece2c922b4b,No,,0
15431878,50228e6c-74af-5d44-b4f8-78faf35d7c8e,No,,0
18678494,6e525354-3b77-5e6a-9511-98d836259bc9,Yes,5.00,1
16756347,a43c1899-65ad-570a-a849-7f79ea4f713f,No,,0
19393964,1b586ad2-8d36-5bbb-a54a-e0520cf44f3f,No,,0
19160731,15b6e74c-3f12-50fc-b068-109b3dbfeb15,No,,0
17917152,428b72e5-9e31-522f-8238-62a6c86c9e20,No,,0
20185895,ed17db34-5fa4-5559-a979-588b8d841e5f,No,,0
20157354,90b53fb7-4aa9-56c2-9cf4-d0ab628036be,No,,0
19099210,8a2dcd49-acb8-5dee-bdea-fbd165d0ebbb,No,,0
17827935,af758065-8078-5444-9235-789d4bc8c00d,No,,0
18906797,46205b51-1289-5a2c-b202-5f91e225e443,No,,0
20446765,77eae9b8-7681-55e0-a94a-b56384ca27ba,No,,0
16937388,306a5a19-b4c3-530f-9848-8c524475dcf9,No,,0
19070245,bd5a80c2-b9a2-54a3-a298-bdcfc33262ba,No,,0
19257426,ec36f231-f9d3-54e4-a24d-bb3f6a834b74,No,,0
18316033,e562f710-c7ba-5573-b1fb-67eb176806f3,No,,0
14769797,0d665266-2168-5d2c-8e87-cb20a938afa4,No,,0
19977818,78242ee4-e320-57af-9a90-bafd08586ae3,No,,0
18558653,7d114082-edf4-58bf-b978-177085521c3e,No,,0
20314990,8f3bba89-315f-5771-b781-e9a6fb5c31de,No,,0
19339237,41f596a9-c073-5549-a437-be2092449e76,Yes,5.00,1
20328373,2e1bbf11-03ca-5b19-874e-c942ab2f4a82,No,,0
18842099,989fcd4f-8243-5a27-816d-00179ad849f6,No,,0
17548804,ce22eb4d-1960-5b59-a2bb-410e923d1438,No,,0
17937732,1dc978f2-0c40-5b21-b7a3-2ae95730e78a,No,,0
17132909,7ba166dc-8392-5a27-b8a7-0f98e7df3879,No,,0
18979779,0be68f31-44fd-5b76-904c-67d99f9da877,No,,0
18941236,b3980921-a5b0-5594-b824-4b4befb401ef,No,,0
13258028,3a5f5ec5-9c66-50bc-9003-e469e5d7b6c2,No,,0
17546930,a2ab2b53-7719-59c0-8c6c-ae6574bcdead,No,,0
18511286,de9a9e80-5fcf-576e-8815-31f0ce29f293,No,,0
20494455,c26294b8-c5df-50f2-95b7-b113458ca763,No,,0
11032279,7cd4e48c-88ad-5c8d-809a-7923b20f01ef,No,,0
10415910,031d528c-21f3-59f4-9ab2-3a61beccc462,No,,0
18854326,5c79a03b-6195-5d31-849b-024176a6baa9,No,,0
19060270,bb681c6c-39d9-560d-9b28-f3295a7259b9,No,,0
19086433,24d46fbb-15fb-5769-a03a-5892d8409902,No,,0
20164192,c08c1258-2071-500c-9aad-609fa8f184c0,No,,0
19203918,25fe8098-7e26-50f2-931d-e6e828df1b13,No,,0
19574429,7a3c0916-9786-5c36-9068-c8256714d4ca,No,,0
19903438,2fed1eea-418c-56b6-85bb-4e8092fed170,No,,0
19521716,0bd4cedb-be26-51b2-91d3-55a2a1b1602d,No,,0
18600823,d26b361c-2633-5955-ac03-f20a6ee9b387,No,,0
14877478,44cd9f49-545d-5543-a5e6-7e9872d7440b,No,,0
17022886,a8730cd0-1712-5903-b850-957bf793b7b8,No,,0
13145287,57002bb2-ff25-550b-a906-8214e471a437,No,,0
20533987,b41890a2-46b4-5be0-9f10-ba948f9d1ef8,No,,0
14290155,b8110011-ae97-5c07-b17e-0a328f207815,No,,0
17898739,2f9058c0-9eaa-5d3b-8565-eede17eaeca1,No,,0
20249787,e554d1f8-226c-53b4-868f-bdd16a9a5830,No,,0
14019695,49840e90-263c-55af-9acd-1174b82cead9,No,,0
20556089,c7f4ded7-84c9-5433-ae29-16c343f052c0,No,,0
13246479,fbbd43a3-d604-5cfa-b2f3-ddb751b4c642,Yes,5.00,2
19344981,749e452e-cd34-50fe-ab3f-dd79117cd3f3,No,,0
19049184,5f93a443-fa5a-56d0-b86f-f6c05798ae07,No,,0
18256568,0ad0f1a4-67fe-52c4-9676-13de2b8583a4,No,,0
11606984,0d7a0273-07da-5ddd-8f0f-211592b0821a,No,,0
17368246,44827189-6b3c-5d86-87b4-5d679d4e738e,No,,0
18647081,940f618e-7903-5cb5-9542-d0737a17d1f6,No,,0
20548088,f3154958-0cf7-59c6-ad2f-ab0cdb679220,No,,0
15366437,7c093c42-9562-5dfe-97ef-dd44d6b99136,No,,0
10219515,586f8756-9acc-536e-9879-be665e14ab6e,No,,0
18517783,aa139b5f-accf-5bea-b274-251560144fc9,No,,0
19613794,4de26084-5b8d-5602-bea1-c381a64d41b3,No,,0
19378377,07ee300c-d9cb-5c2a-96e3-2d68034f0a60,No,,0
19162288,9a909a1c-8963-5669-850a-a95a1a081631,No,,0
18499333,ce2b9340-ef09-55e3-845c-d32fa39f0f66,No,,0
18557599,73508bef-8b7e-52d9-acee-b24c91709718,No,,0
20519168,c93e28c6-e636-5ed9-b93e-d959d35143ad,No,,0
19489558,22d1cc07-9357-5bd0-90de-4ea213cf7ff2,Yes,5.00,1
19213564,ffd6304f-b7b2-5eb4-803b-25438975c66a,No,,0
10787398,8c645c82-568b-592a-94d0-441651dfb3bb,No,,0
18625020,6bb72b56-9096-58c6-a849-a27e05ddb349,No,,0
20154002,0411b10e-f63f-5f32-98bb-d97d86110034,No,,0
14741264,0e3bd38a-c8f2-5e1f-a3eb-ff87f52a6a7d,No,,0
13570291,85064658-bba7-5af0-9fbd-6ce317d468ff,No,,0
19540942,66523486-b577-5190-9001-ca297341c886,No,,0
19127143,780452f9-9335-567e-aecb-7441c154b94b,No,,0
18198286,1a30f6b9-3069-5b41-88c3-ae09c35e8a4e,No,,0
18692529,9c31d562-929b-5570-adbc-01bd2e728f56,No,,0
20430629,0d7a6d08-0faa-5130-b8b7-5e64ecfc4cdd,No,,0
19339370,af17aae3-c6b9-59a1-9414-dd6ddb64ee9b,No,,0
18760558,b17045d0-ea10-5688-a7d4-64523759c6e6,No,,0
19633949,47bca773-391a-56c2-9134-85838eea2caf,No,,0
19224549,6bea8072-fdf7-5cb3-acfe-67f087dc81e8,No,,0
18511684,7e5fea92-0b62-5230-8b4b-50b685e8543d,No,,0
20356152,d2171476-1ba2-54a3-8d0a-fa84ece147eb,No,,0
18766809,fa727f44-1330-5609-b9eb-ab818c21f2dd,No,,0
18724461,651faec4-2878-5807-a03b-cae2f170300d,Yes,1.00,1
16880654,81daf2ff-11b8-5499-a8e4-73f1613586cc,No,,0
19632274,62a921b0-57f8-53ac-8cac-082d0deb1c88,No,,0
17611728,e003c8bb-8d4c-5a4c-b58a-527e77c22c51,Yes,5.00,1
20214822,08eb9e78-9d1a-594b-b0bf-5dc9c71bce15,No,,0
12228909,1051b49c-1143-55e8-a0e6-0318d530bbd9,No,,0
19021779,4d50de0e-1c5b-59d9-bb2e-2ac4e96dda92,No,,0
17919280,633266be-01e5-59dd-beba-1f90de1b296b,No,,0
15354068,c023eabf-c626-5040-bcc4-a5ec73b8f422,No,,0
14091199,3e309c00-ac3b-5bd1-ba85-96d6ae67da6b,No,,0
19677362,ca5ad4f5-792d-58f1-b629-c7fa5e4460c5,No,,0
18554852,dc9434a6-7af9-5d6b-a36f-6bfc56a63640,No,,0
19193744,040fd5cc-e8b8-50d8-9486-9ba0c84d802d,No,,0
18816780,4a6af094-70d6-524c-9ad9-0f5b075b24ca,No,,0
12496996,e3061ad7-1b25-59f8-bdc8-a000f9e1c814,No,,0
18938642,85e4a055-527d-58e5-8167-67e588de4700,No,,0
12254632,c66512b1-f00c-5096-8150-04791bad2fde,No,,0
18669114,269aa744-de58-5987-bea6-6ec16e04f07e,No,,0
14162240,4b0258c8-88dc-5471-93a9-c633ad696709,Yes,5.00,1
18556722,31602d95-2edf-54e5-a65b-b70e63fdf5c3,No,,0
19088094,5017f790-bf91-5bd7-a5f1-098a64eed4f1,No,,0
17923058,ac0461ef-8333-56dc-9107-242377074f13,Yes,1.00,2
18622277,03b06de4-3a9b-5df0-975c-9eaa2db6e52f,No,,0
18162588,e280f28b-9887-57dc-b0c6-7448ce701b72,No,,0
18481204,3092fbe5-12e5-566f-a3d9-1492f2f96e3d,No,,0
20281043,78207e22-ac4d-5f96-a197-740d27a7c397,No,,0
18825818,4379e465-56c8-5813-8a8e-155e08254c3d,No,,0
18923994,f8e314f1-7a11-5353-874f-b141bee5ee78,No,,0
14151777,737a54bc-468c-5883-ad51-6a6bef6c4943,No,,0
17596210,7ba12176-d837-51d5-bae7-3f8cf958a613,No,,0
19392263,cb9deac5-3c27-5834-b83a-15a906587e18,No,,0
20410531,ffb9e35b-3806-5ba5-95b3-1329fdfd5350,No,,0
17085288,033d6b32-a1c7-5bef-89d8-c8b4c0d31b98,No,,0
17482070,c8fe01fc-4100-5a80-8ce8-b554fc4d196e,No,,0
18660060,a30ba4e8-2ba8-55d6-8b99-bf3dfe49fc6c,No,,0
19811419,f284ff94-883e-55b4-8b15-4fd02de4bd89,No,,0
19471599,f18f8b76-b160-5954-9dd8-26fff8918163,No,,0
19119647,4307a6b4-e4ea-5ee6-8f21-d5479993b1f2,No,,0
18298403,40ccd5a7-fa95-59df-ac27-6a74edb2e6b0,No,,0
18507887,c91cab3b-febe-5f38-8b5d-aea4469942f1,No,,0
11798058,56975d93-f8ac-5342-aa79-afb73202eb74,No,,0
10479037,a66e3ace-7ddf-5687-bf7e-fb106f8a9a15,No,,0
15878328,12f1b1ea-5992-5a15-b020-016f693bb898,No,,0
16322300,c2d76f3e-d1ae-5fe4-8c20-5f93e3101f51,No,,0
18576868,29f848df-b7e4-5346-85f6-bbdab37a2e04,No,,0
18833830,ab47c870-db3e-56d3-9b81-b819b5711228,No,,0
17018829,d7ed1a42-7ba4-572b-b9d6-116f1b5d2e40,No,,0
12024534,a35d5bea-f006-5658-b429-097d777e756c,No,,0
19087005,563c823f-f0b4-540f-8ea4-2880529a878e,No,,0
17096335,b4b1ebfc-473f-5183-85b2-fb0fd22d101e,No,,0
20569748,19fd315b-acd6-56c0-a89a-9bebbd026e9a,No,,0
12183625,0cc59b94-ab13-515c-8b3e-43afdfc39a48,No,,0
19264728,230fcc30-4219-59dd-b6a9-e3f42e399ada,No,,0
19899367,6e6058dd-74af-543f-afbb-91f077b0a97a,No,,0
19901542,8e04d152-4c39-5435-8060-122761cda063,No,,0
19713658,f81250e7-ebc7-5989-8777-656d160e7716,No,,0
18891970,e9c0300d-9835-5948-8777-3022dbdb32da,No,,0
18059994,d2525412-1eb0-5ea7-b380-e1f18878b44b,No,,0
17148331,de4e3133-a200-5d65-9943-b993655ba41f,Yes,5.00,3
13617887,533719f0-234e-56d3-b89f-810d52ef10fc,Yes,5.00,1
20558870,879213b1-27fc-5e24-8662-b5e1e3a6194f,No,,0
18999512,536e62a8-8483-50ad-91d5-e4305e9c8fc9,No,,0
19842725,3b211502-572a-5266-b655-246efe83711c,No,,0
19872937,6595f175-faa1-5cfd-bb51-09678c10e57a,No,,0
18493871,1f4ac53f-8feb-5972-9d31-27878e72d968,Yes,5.00,2
10115209,dc658825-4de9-5715-8a66-43d5bc2f8c2a,No,,0
20277525,0b3fdebd-1691-58ed-9fdf-88be69052686,No,,0
17585199,b125c6e3-9a09-521b-bb46-96eed6463dbd,No,,0
19516984,d43f0ef5-2dd1-5ccd-8ffe-62e7e20abbe9,No,,0
18095444,65063ba7-87f2-523b-a86b-f3ac2eba287c,No,,0
16792477,ebdf17c0-facd-5d50-a5bf-fe478e868e57,No,,0
10579895,ce36934e-2fc5-578c-aba6-dbaf06a37f9d,No,,0
16754125,96421581-bce3-5473-963f-c71e2e8ceae8,No,,0
19969222,29646262-4cef-531a-91dd-ff9ce6308bed,No,,0
19247958,31089b73-c5cf-51a9-8eaa-d8c9fba22f69,No,,0
12838436,ecef97b7-ce2b-58cb-b335-3200e59d3a16,No,,0
15892305,8216634c-0cf2-5925-a83a-aab60871c3d9,No,,0
14047207,2bab6305-8e67-5cd7-8545-1f686cbc491d,Yes,5.00,1
17981525,4e406344-6229-507a-b263-53e170d3688d,No,,0
20510092,2addc122-c83b-5557-81ef-e32e56ba76a9,No,,0
18874000,8455ff9f-ca88-51eb-a1e9-516aa4496f9a,No,,0
11139181,e4c57c37-95a9-5119-9208-dd9e6c400ab9,Yes,,1
20083939,a44ecb14-9a14-581b-905e-20ebcec7c37f,No,,0
20090218,39f6d8cd-8671-5dd0-9ce2-c8ca49216073,No,,0
20309341,5e20a1f3-fe97-5272-89f9-012ac162875f,No,,0
19546043,794fec97-b618-5eaf-b720-67b53d560a7a,No,,0
19054106,0d200fe6-be7b-57d0-a9ab-ba00de024b65,No,,0
14422818,43172e65-1619-5dfb-871c-358b5226e666,No,,0
19440150,ec35d380-e2e2-58f0-840a-e3b208feb6e4,No,,0
11692088,ab8af2ac-ba9b-5b17-b15b-bab3741045ef,No,,0
13902852,13877e59-a80c-5cd5-aec8-bdb63abd6f3e,No,,0
17185048,018bd95c-f0b9-5404-a0a0-8d364db1c79a,No,,0
19626948,1ed1c515-02d3-54c1-9177-954f4587ea1b,No,,0
17188305,66593084-949c-5639-8152-ba7f733d3bf8,No,,0
18833840,7f5b1196-4f3d-57f2-830a-e1e97d795a29,No,,0
19367041,2a76d507-8c70-5c35-9dde-99ea02626e62,No,,0
18322442,8d4875e6-0706-5711-b60b-a335799e1758,No,,0
18823599,e4ef45f1-d778-53f5-bafe-8f75ef695995,No,,0
10389921,aca02041-c470-5a19-b349-d1a9a6cadf2d,No,,0
13507590,ecd41d9e-35d0-5c29-b63b-9e7654999521,No,,0
18968253,ef9a277b-132e-58c4-ae1d-14fea2433900,No,,0
18510591,0208faa9-b2a4-5e36-9698-685a4cdff9f2,No,,0
18984908,ca186b55-b812-511b-b8ec-c0d311c08ce6,No,,0
19855760,0b772d29-5949-5da3-9ab9-f3d1bf944718,No,,0
19336081,6f0d338e-9a69-5e2e-8b67-24751ab5ef27,No,,0
10773628,e2832e1a-87e6-5236-97ef-0762a825bfbd,Yes,4.58,12
18595248,a165feda-ce4e-56fe-b633-58e6b4e3f52e,No,,0
18624504,509dc5f5-6484-553b-9223-9f99b10dc5af,No,,0
19417447,271ec7d0-09cc-53c4-b812-602877a96ae9,No,,0
12119956,9cc2735d-3c3d-5344-8d09-7c282c9fe627,No,,0
18115003,4952b564-7d1e-5a77-a4c3-b1c3083432aa,No,,0
16925161,b5bd9f4f-3942-51b7-a127-64023cd57eb7,No,,0
20095952,317c51f6-efd5-5584-a883-c2f7d639b20a,No,,0
19897144,19bc64c2-3676-580b-be29-84a5f58fabaa,No,,0
19647700,4addad89-c897-5785-b8ad-35925ded85c3,No,,0
20344692,416da163-d375-5af0-ab29-26888345ea77,No,,0
18275838,548a0108-be0e-5d63-a092-0ddcbd394b9d,No,,0
18715849,ceca9402-7905-58ee-afcc-52bc0043c95c,No,,0
12221788,1311f947-e6e0-5d34-b642-a0f010cd347d,No,,0
18907249,e55b45d0-761c-5c8f-80bf-9babd4c73244,No,,0
18287971,6f9f27bd-7b7a-5f1d-bcc8-8e3811580058,No,,0
16806779,503c3f5a-c253-512e-bd82-126365a7c040,No,,0
18778322,857d1d22-81ee-545e-8516-164a31acc60a,No,,0
18846813,b1cbec6d-db46-5ac4-b58f-862602f3b9a2,No,,0
17371084,fb5b2acf-3404-5d6c-a6b5-0c7a49a93801,No,,0
11666930,06a5213a-9059-5d61-82ea-d92b64f4da85,No,,0
18374903,66108474-ddf3-5da4-bc4a-5658b21ce40d,No,,0
19235302,a87debbf-9d12-5a2f-8629-e513f4ebc375,No,,0
19334569,24471df9-3918-5589-9a4e-cfab0ad3c61a,No,,0
14516996,97be24a6-0997-5895-bdaf-de447b269d0f,No,,0
20265359,ee780272-9aea-57af-a7ce-1391e69a32ce,No,,0
17398606,515d9e09-0d0f-5f2d-a640-df3dc40365f3,No,,0
18980228,0fde79c6-d40a-5c0b-94e1-58e4f1cf5824,No,,0
19398326,7bb93d39-0fcd-5428-a064-7400faefb5bf,No,,0
10453871,5bc8041a-e968-551d-9901-d821d809ca15,No,,0
18835518,0abe5ee6-6410-588d-ba7e-262cd44db4d0,No,,0
19648443,588cb6a7-b42d-5347-be82-da7ff6c61aef,No,,0
20573232,7b1f5096-0576-574b-b7f2-4bc372924953,No,,0
18864547,4b13ecc8-e109-5ec0-9096-8789254dd83a,No,,0
19453473,2290f04b-8834-5496-9617-7c208ad97091,No,,0
19268052,d6e15d72-fe27-522b-aeb4-deaa65b07a54,No,,0
19018382,1218537d-9d77-5252-9586-27036f53ef0e,No,,0
19959412,d07a03e2-854d-5710-a84d-99920550394c,No,,0
19684064,3e616a0c-9959-586d-9410-456f7fde05b8,No,,0
16388008,e3a2c642-ed7a-5580-925a-448a2ec766dd,No,,0
20206338,89ffb910-9097-5c9f-b842-61a41d48f98f,No,,0
20091363,0fcc0c49-dc60-5e77-b766-c83ab61c9953,No,,0
18644798,2fb05072-14e2-5d9a-b16a-583b8511b36f,No,,0
17175095,61a6f4f6-3ff1-5cf4-9135-4270afb3a18a,No,,0
15427746,321935e2-6624-53de-99eb-2ef1e8787127,No,,0
18833408,32d48a11-15b4-5d56-a037-b0fd781ef7be,No,,0
19165994,cfe56d68-d789-5a1e-bba1-24a41b04ffe3,No,,0
16555406,55714fb5-ce15-534b-abe9-de637bce27e8,No,,0
13111278,b331d7fd-d0b4-5ff6-9d4d-508afc29e939,Yes,5.00,1
20223429,d4638f73-fbb2-5e97-a21a-9d5b0873a6df,No,,0
19407984,454ce3e4-bb39-5d2d-85a3-9e068d8408a1,No,,0
19696936,fd72fb6a-347b-5263-9d38-8dac3ce5d2f3,No,,0
12014013,c0925270-1e2b-5804-a2bd-d31bd94491d0,No,,0
14705981,1e0cba15-0a11-5423-be79-a715a7a8feaf,No,,0
18024513,43aea515-1abd-50b2-98bd-e23a6a600ba6,No,,0
17970680,0441429b-a591-5de2-b042-9079d3c24b0a,No,,0
12530959,0ec7ce5f-1c01-5baf-8d53-ecef6d59d08f,No,,0
19656651,9d213ab3-c65f-5061-a82b-eed0e4caeada,No,,0
18985357,d0d08304-84c0-50ea-a9ae-103349b80a5f,No,,0
18636628,6fae6859-8541-585d-8531-fa5e1129bff7,No,,0
18597299,47ec8706-1a4d-544a-ba09-2c59de0d5c73,No,,0
18911679,b1b26f38-e552-5b15-a49f-4afeb64c2430,No,,0
18560431,66e25ce4-8f2e-52fe-9425-f9fd77853434,No,,0
